DATE,TIME PERIOD,NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.NL.Z0Z.4F.EC.SS_CIN.IDX)
23.11.18,23. Nov 18,0.0796
26.11.18,26. Nov 18,0.0825
27.11.18,27. Nov 18,0.0825
28.11.18,28. Nov 18,0.0818
29.11.18,29. Nov 18,0.0735
30.11.18,30. Nov 18,0.0762
03.12.18,03. Dec 18,0.0732
04.12.18,04. Dec 18,0.0706
05.12.18,05. Dec 18,0.0688
06.12.18,06. Dec 18,0.084
07.12.18,07. Dec 18,0.0901
10.12.18,10. Dec 18,0.1166
11.12.18,11. Dec 18,0.1196
12.12.18,12. Dec 18,0.1228
13.12.18,13. Dec 18,0.1244
14.12.18,14. Dec 18,0.1132
17.12.18,17. Dec 18,0.1163
18.12.18,18. Dec 18,0.1142
19.12.18,19. Dec 18,0.1187
20.12.18,20. Dec 18,0.13
21.12.18,21. Dec 18,0.1223
24.12.18,24. Dec 18,0.1249
25.12.18,25. Dec 18,0.125
26.12.18,26. Dec 18,0.1249
27.12.18,27. Dec 18,0.124
28.12.18,28. Dec 18,0.1224
31.12.18,31. Dec 18,0.1147
01.01.19,01. Jan 19,0.1174
02.01.19,02. Jan 19,0.0858
03.01.19,03. Jan 19,0.0833
04.01.19,04. Jan 19,0.0965
07.01.19,07. Jan 19,0.0998
08.01.19,08. Jan 19,0.1017
09.01.19,09. Jan 19,0.1077
10.01.19,10. Jan 19,0.102
11.01.19,11. Jan 19,0.1058
14.01.19,14. Jan 19,0.1142
15.01.19,15. Jan 19,0.1168
16.01.19,16. Jan 19,0.1267
17.01.19,17. Jan 19,0.1283
18.01.19,18. Jan 19,0.1364
21.01.19,21. Jan 19,0.1308
22.01.19,22. Jan 19,0.1257
23.01.19,23. Jan 19,0.1262
24.01.19,24. Jan 19,0.1162
25.01.19,25. Jan 19,0.1258
28.01.19,28. Jan 19,0.1242
29.01.19,29. Jan 19,0.1212
30.01.19,30. Jan 19,0.1197
31.01.19,31. Jan 19,0.111
01.02.19,01. Feb 19,0.1029
04.02.19,04. Feb 19,0.0901
05.02.19,05. Feb 19,0.0805
06.02.19,06. Feb 19,0.0719
07.02.19,07. Feb 19,0.0626
08.02.19,08. Feb 19,0.0599
11.02.19,11. Feb 19,0.0555
12.02.19,12. Feb 19,0.0538
13.02.19,13. Feb 19,0.055
14.02.19,14. Feb 19,0.0532
15.02.19,15. Feb 19,0.0515
18.02.19,18. Feb 19,0.043
19.02.19,19. Feb 19,0.0246
20.02.19,20. Feb 19,0.0229
21.02.19,21. Feb 19,0.0225
22.02.19,22. Feb 19,0.0206
25.02.19,25. Feb 19,0.0192
26.02.19,26. Feb 19,0.0179
27.02.19,27. Feb 19,0.0192
28.02.19,28. Feb 19,0.0194
01.03.19,01. Mar 19,0.0179
04.03.19,04. Mar 19,0.017
05.03.19,05. Mar 19,0.0201
06.03.19,06. Mar 19,0.02
07.03.19,07. Mar 19,0.021
08.03.19,08. Mar 19,0.0184
11.03.19,11. Mar 19,0.0191
12.03.19,12. Mar 19,0.0191
13.03.19,13. Mar 19,0.0169
14.03.19,14. Mar 19,0.0173
15.03.19,15. Mar 19,0.0138
18.03.19,18. Mar 19,0.0136
19.03.19,19. Mar 19,0.0131
20.03.19,20. Mar 19,0.0147
21.03.19,21. Mar 19,0.0146
22.03.19,22. Mar 19,0.0161
25.03.19,25. Mar 19,0.0192
26.03.19,26. Mar 19,0.0217
27.03.19,27. Mar 19,0.0239
28.03.19,28. Mar 19,0.0251
29.03.19,29. Mar 19,0.0268
01.04.19,01. Apr 19,0.0278
02.04.19,02. Apr 19,0.029
03.04.19,03. Apr 19,0.0326
04.04.19,04. Apr 19,0.0316
05.04.19,05. Apr 19,0.0355
08.04.19,08. Apr 19,0.0362
09.04.19,09. Apr 19,0.032
10.04.19,10. Apr 19,0.027
11.04.19,11. Apr 19,0.0263
12.04.19,12. Apr 19,0.0167
15.04.19,15. Apr 19,0.0149
16.04.19,16. Apr 19,0.0153
17.04.19,17. Apr 19,0.0155
18.04.19,18. Apr 19,0.0108
19.04.19,19. Apr 19,0.01
22.04.19,22. Apr 19,0.009
23.04.19,23. Apr 19,0.0095
24.04.19,24. Apr 19,0.0069
25.04.19,25. Apr 19,0.0059
26.04.19,26. Apr 19,0.0062
29.04.19,29. Apr 19,0.0067
30.04.19,30. Apr 19,0.007
01.05.19,01. May 19,0.009
02.05.19,02. May 19,0.0088
03.05.19,03. May 19,0.0098
06.05.19,06. May 19,0.0087
07.05.19,07. May 19,0.0088
08.05.19,08. May 19,0.0121
09.05.19,09. May 19,0.0168
10.05.19,10. May 19,0.0205
13.05.19,13. May 19,0.0264
14.05.19,14. May 19,0.0303
15.05.19,15. May 19,0.0313
16.05.19,16. May 19,0.0303
17.05.19,17. May 19,0.0308
20.05.19,20. May 19,0.0333
21.05.19,21. May 19,0.0316
22.05.19,22. May 19,0.0275
23.05.19,23. May 19,0.0303
24.05.19,24. May 19,0.0321
27.05.19,27. May 19,0.0319
28.05.19,28. May 19,0.0282
29.05.19,29. May 19,0.0313
30.05.19,30. May 19,0.0325
31.05.19,31. May 19,0.0277
03.06.19,03. Jun 19,0.0309
04.06.19,04. Jun 19,0.0379
05.06.19,05. Jun 19,0.039
06.06.19,06. Jun 19,0.0395
07.06.19,07. Jun 19,0.0401
10.06.19,10. Jun 19,0.0278
11.06.19,11. Jun 19,0.0289
12.06.19,12. Jun 19,0.0277
13.06.19,13. Jun 19,0.0264
14.06.19,14. Jun 19,0.0242
17.06.19,17. Jun 19,0.023
18.06.19,18. Jun 19,0.0168
19.06.19,19. Jun 19,0.0128
20.06.19,20. Jun 19,0.0138
21.06.19,21. Jun 19,0.0127
24.06.19,24. Jun 19,0.0115
25.06.19,25. Jun 19,0.0128
26.06.19,26. Jun 19,0.0129
27.06.19,27. Jun 19,0.0146
28.06.19,28. Jun 19,0.0165
01.07.19,01. Jul 19,0.0176
02.07.19,02. Jul 19,0.0165
03.07.19,03. Jul 19,0.0139
04.07.19,04. Jul 19,0.0162
05.07.19,05. Jul 19,0.0125
08.07.19,08. Jul 19,0.0155
09.07.19,09. Jul 19,0.0135
10.07.19,10. Jul 19,0.0115
11.07.19,11. Jul 19,0.01
12.07.19,12. Jul 19,0.0099
15.07.19,15. Jul 19,0.0095
16.07.19,16. Jul 19,0.0072
17.07.19,17. Jul 19,0.0067
18.07.19,18. Jul 19,0.0058
19.07.19,19. Jul 19,0.0066
22.07.19,22. Jul 19,0.0054
23.07.19,23. Jul 19,0.0046
24.07.19,24. Jul 19,0.0028
25.07.19,25. Jul 19,0.0029
26.07.19,26. Jul 19,0.0021
29.07.19,29. Jul 19,0.0023
30.07.19,30. Jul 19,0.0063
31.07.19,31. Jul 19,0.0084
01.08.19,01. Aug 19,0.0082
02.08.19,02. Aug 19,0.0271
05.08.19,05. Aug 19,0.0404
06.08.19,06. Aug 19,0.0481
07.08.19,07. Aug 19,0.0516
08.08.19,08. Aug 19,0.0519
09.08.19,09. Aug 19,0.0566
12.08.19,12. Aug 19,0.057
13.08.19,13. Aug 19,0.0575
14.08.19,14. Aug 19,0.0595
15.08.19,15. Aug 19,0.0652
16.08.19,16. Aug 19,0.075
19.08.19,19. Aug 19,0.0792
20.08.19,20. Aug 19,0.0782
21.08.19,21. Aug 19,0.0782
22.08.19,22. Aug 19,0.0789
23.08.19,23. Aug 19,0.084
26.08.19,26. Aug 19,0.0809
27.08.19,27. Aug 19,0.0804
28.08.19,28. Aug 19,0.0799
29.08.19,29. Aug 19,0.0818
30.08.19,30. Aug 19,0.0841
02.09.19,02. Sep 19,0.0774
03.09.19,03. Sep 19,0.0746
04.09.19,04. Sep 19,0.069
05.09.19,05. Sep 19,0.0677
06.09.19,06. Sep 19,0.0688
09.09.19,09. Sep 19,0.0707
10.09.19,10. Sep 19,0.0686
11.09.19,11. Sep 19,0.0714
12.09.19,12. Sep 19,0.0716
13.09.19,13. Sep 19,0.0618
16.09.19,16. Sep 19,0.063
17.09.19,17. Sep 19,0.0635
18.09.19,18. Sep 19,0.0682
19.09.19,19. Sep 19,0.0661
20.09.19,20. Sep 19,0.0592
23.09.19,23. Sep 19,0.0612
24.09.19,24. Sep 19,0.0601
25.09.19,25. Sep 19,0.0558
26.09.19,26. Sep 19,0.0553
27.09.19,27. Sep 19,0.0533
30.09.19,30. Sep 19,0.0519
01.10.19,01. Oct 19,0.0477
02.10.19,02. Oct 19,0.0392
03.10.19,03. Oct 19,0.0435
04.10.19,04. Oct 19,0.05
07.10.19,07. Oct 19,0.0558
08.10.19,08. Oct 19,0.0517
09.10.19,09. Oct 19,0.0496
10.10.19,10. Oct 19,0.0459
11.10.19,11. Oct 19,0.0546
14.10.19,14. Oct 19,0.0626
15.10.19,15. Oct 19,0.075
16.10.19,16. Oct 19,0.0716
17.10.19,17. Oct 19,0.0651
18.10.19,18. Oct 19,0.0648
21.10.19,21. Oct 19,0.0588
22.10.19,22. Oct 19,0.0506
23.10.19,23. Oct 19,0.0478
24.10.19,24. Oct 19,0.0506
25.10.19,25. Oct 19,0.0497
28.10.19,28. Oct 19,0.0442
29.10.19,29. Oct 19,0.0451
30.10.19,30. Oct 19,0.0503
31.10.19,31. Oct 19,0.0463
01.11.19,01. Nov 19,0.049
04.11.19,04. Nov 19,0.0508
05.11.19,05. Nov 19,0.0528
06.11.19,06. Nov 19,0.0527
07.11.19,07. Nov 19,0.0511
08.11.19,08. Nov 19,0.0551
11.11.19,11. Nov 19,0.0569
12.11.19,12. Nov 19,0.0521
13.11.19,13. Nov 19,0.0509
14.11.19,14. Nov 19,0.0466
15.11.19,15. Nov 19,0.0438
18.11.19,18. Nov 19,0.0405
19.11.19,19. Nov 19,0.038
20.11.19,20. Nov 19,0.0354
21.11.19,21. Nov 19,0.0312
22.11.19,22. Nov 19,0.0283
25.11.19,25. Nov 19,0.026
26.11.19,26. Nov 19,0.0253
27.11.19,27. Nov 19,0.027
28.11.19,28. Nov 19,0.0264
29.11.19,29. Nov 19,0.0281
02.12.19,02. Dec 19,0.0124
03.12.19,03. Dec 19,0.0169
04.12.19,04. Dec 19,0.0195
05.12.19,05. Dec 19,0.0205
06.12.19,06. Dec 19,0.0218
09.12.19,09. Dec 19,0.0228
10.12.19,10. Dec 19,0.0211
11.12.19,11. Dec 19,0.0206
12.12.19,12. Dec 19,0.0222
13.12.19,13. Dec 19,0.0168
16.12.19,16. Dec 19,0.0194
17.12.19,17. Dec 19,0.0232
18.12.19,18. Dec 19,0.0218
19.12.19,19. Dec 19,0.022
20.12.19,20. Dec 19,0.0222
23.12.19,23. Dec 19,0.0211
24.12.19,24. Dec 19,0.0239
25.12.19,25. Dec 19,0.0254
26.12.19,26. Dec 19,0.0262
27.12.19,27. Dec 19,0.0242
30.12.19,30. Dec 19,0.0183
31.12.19,31. Dec 19,0.0201
01.01.20,01. Jan 20,0.0223
02.01.20,02. Jan 20,0.0135
03.01.20,03. Jan 20,0.0072
06.01.20,06. Jan 20,0.0064
07.01.20,07. Jan 20,0.007
08.01.20,08. Jan 20,0.0067
09.01.20,09. Jan 20,0.0059
10.01.20,10. Jan 20,0.0073
13.01.20,13. Jan 20,0.0081
14.01.20,14. Jan 20,0.0103
15.01.20,15. Jan 20,0.0113
16.01.20,16. Jan 20,0.0118
17.01.20,17. Jan 20,0.0095
20.01.20,20. Jan 20,0.0108
21.01.20,21. Jan 20,0.0102
22.01.20,22. Jan 20,0.0108
23.01.20,23. Jan 20,0.006
24.01.20,24. Jan 20,0.0042
27.01.20,27. Jan 20,0.015
28.01.20,28. Jan 20,0.0214
29.01.20,29. Jan 20,0.026
30.01.20,30. Jan 20,0.0283
31.01.20,31. Jan 20,0.0354
03.02.20,03. Feb 20,0.0334
04.02.20,04. Feb 20,0.0391
05.02.20,05. Feb 20,0.0426
06.02.20,06. Feb 20,0.0431
07.02.20,07. Feb 20,0.0412
10.02.20,10. Feb 20,0.0392
11.02.20,11. Feb 20,0.0479
12.02.20,12. Feb 20,0.0513
13.02.20,13. Feb 20,0.0468
14.02.20,14. Feb 20,0.0491
17.02.20,17. Feb 20,0.0474
18.02.20,18. Feb 20,0.0533
19.02.20,19. Feb 20,0.0582
20.02.20,20. Feb 20,0.0497
21.02.20,21. Feb 20,0.0553
24.02.20,24. Feb 20,0.0688
25.02.20,25. Feb 20,0.0739
26.02.20,26. Feb 20,0.0885
27.02.20,27. Feb 20,0.1063
28.02.20,28. Feb 20,0.1232
02.03.20,02. Mar 20,0.1432
03.03.20,03. Mar 20,0.1689
04.03.20,04. Mar 20,0.1763
05.03.20,05. Mar 20,0.179
06.03.20,06. Mar 20,0.1981
09.03.20,09. Mar 20,0.2003
10.03.20,10. Mar 20,0.2372
11.03.20,11. Mar 20,0.2626
12.03.20,12. Mar 20,0.2867
13.03.20,13. Mar 20,0.348
16.03.20,16. Mar 20,0.3667
17.03.20,17. Mar 20,0.3833
18.03.20,18. Mar 20,0.404
19.03.20,19. Mar 20,0.4188
20.03.20,20. Mar 20,0.4216
23.03.20,23. Mar 20,0.4293
24.03.20,24. Mar 20,0.4265
25.03.20,25. Mar 20,0.4093
26.03.20,26. Mar 20,0.4244
27.03.20,27. Mar 20,0.4296
30.03.20,30. Mar 20,0.4255
31.03.20,31. Mar 20,0.4212
01.04.20,01. Apr 20,0.4214
02.04.20,02. Apr 20,0.4047
03.04.20,03. Apr 20,0.3946
06.04.20,06. Apr 20,0.3838
07.04.20,07. Apr 20,0.398
08.04.20,08. Apr 20,0.3948
09.04.20,09. Apr 20,0.374
10.04.20,10. Apr 20,0.3535
13.04.20,13. Apr 20,0.33
14.04.20,14. Apr 20,0.3132
15.04.20,15. Apr 20,0.2961
16.04.20,16. Apr 20,0.2857
17.04.20,17. Apr 20,0.2574
20.04.20,20. Apr 20,0.2371
21.04.20,21. Apr 20,0.227
22.04.20,22. Apr 20,0.2305
23.04.20,23. Apr 20,0.2342
24.04.20,24. Apr 20,0.2328
27.04.20,27. Apr 20,0.2183
28.04.20,28. Apr 20,0.2123
29.04.20,29. Apr 20,0.1995
30.04.20,30. Apr 20,0.2027
01.05.20,01. May 20,0.188
04.05.20,04. May 20,0.1957
05.05.20,05. May 20,0.1826
06.05.20,06. May 20,0.2007
07.05.20,07. May 20,0.2059
08.05.20,08. May 20,0.1948
11.05.20,11. May 20,0.1954
12.05.20,12. May 20,0.1842
13.05.20,13. May 20,0.1824
14.05.20,14. May 20,0.1695
15.05.20,15. May 20,0.1618
18.05.20,18. May 20,0.1655
19.05.20,19. May 20,0.1573
20.05.20,20. May 20,0.1575
21.05.20,21. May 20,0.1627
22.05.20,22. May 20,0.1698
25.05.20,25. May 20,0.1731
26.05.20,26. May 20,0.1656
27.05.20,27. May 20,0.1755
28.05.20,28. May 20,0.1641
29.05.20,29. May 20,0.1573
01.06.20,01. Jun 20,0.1529
02.06.20,02. Jun 20,0.1477
03.06.20,03. Jun 20,0.1336
04.06.20,04. Jun 20,0.131
05.06.20,05. Jun 20,0.1293
08.06.20,08. Jun 20,0.1262
09.06.20,09. Jun 20,0.1212
10.06.20,10. Jun 20,0.1129
11.06.20,11. Jun 20,0.1344
12.06.20,12. Jun 20,0.1285
15.06.20,15. Jun 20,0.1218
16.06.20,16. Jun 20,0.1134
17.06.20,17. Jun 20,0.098
18.06.20,18. Jun 20,0.0919
19.06.20,19. Jun 20,0.0869
22.06.20,22. Jun 20,0.0796
23.06.20,23. Jun 20,0.0737
24.06.20,24. Jun 20,0.0675
25.06.20,25. Jun 20,0.0605
26.06.20,26. Jun 20,0.0582
29.06.20,29. Jun 20,0.0641
30.06.20,30. Jun 20,0.0686
01.07.20,01. Jul 20,0.0673
02.07.20,02. Jul 20,0.0718
03.07.20,03. Jul 20,0.0756
06.07.20,06. Jul 20,0.095
07.07.20,07. Jul 20,0.0968
08.07.20,08. Jul 20,0.0904
09.07.20,09. Jul 20,0.0877
10.07.20,10. Jul 20,0.0791
13.07.20,13. Jul 20,0.076
14.07.20,14. Jul 20,0.0791
15.07.20,15. Jul 20,0.0818
16.07.20,16. Jul 20,0.0763
17.07.20,17. Jul 20,0.0691
20.07.20,20. Jul 20,0.0756
21.07.20,21. Jul 20,0.0828
22.07.20,22. Jul 20,0.0758
23.07.20,23. Jul 20,0.0796
24.07.20,24. Jul 20,0.0777
27.07.20,27. Jul 20,0.0805
28.07.20,28. Jul 20,0.0804
29.07.20,29. Jul 20,0.0824
30.07.20,30. Jul 20,0.0826
31.07.20,31. Jul 20,0.0826
03.08.20,03. Aug 20,0.0933
04.08.20,04. Aug 20,0.0892
05.08.20,05. Aug 20,0.0844
06.08.20,06. Aug 20,0.0762
07.08.20,07. Aug 20,0.0725
10.08.20,10. Aug 20,0.0675
11.08.20,11. Aug 20,0.063
12.08.20,12. Aug 20,0.0582
13.08.20,13. Aug 20,0.0532
14.08.20,14. Aug 20,0.0477
17.08.20,17. Aug 20,0.0449
18.08.20,18. Aug 20,0.0407
19.08.20,19. Aug 20,0.0399
20.08.20,20. Aug 20,0.0364
21.08.20,21. Aug 20,0.0321
24.08.20,24. Aug 20,0.0326
25.08.20,25. Aug 20,0.0283
26.08.20,26. Aug 20,0.035
27.08.20,27. Aug 20,0.0334
28.08.20,28. Aug 20,0.0307
31.08.20,31. Aug 20,0.0284
01.09.20,01. Sep 20,0.024
02.09.20,02. Sep 20,0.0222
03.09.20,03. Sep 20,0.0243
04.09.20,04. Sep 20,0.0274
07.09.20,07. Sep 20,0.0278
08.09.20,08. Sep 20,0.0267
09.09.20,09. Sep 20,0.0292
10.09.20,10. Sep 20,0.0287
11.09.20,11. Sep 20,0.0298
14.09.20,14. Sep 20,0.0339
15.09.20,15. Sep 20,0.036
16.09.20,16. Sep 20,0.0357
17.09.20,17. Sep 20,0.0321
18.09.20,18. Sep 20,0.038
21.09.20,21. Sep 20,0.0457
22.09.20,22. Sep 20,0.0488
23.09.20,23. Sep 20,0.052
24.09.20,24. Sep 20,0.056
25.09.20,25. Sep 20,0.0564
28.09.20,28. Sep 20,0.071
29.09.20,29. Sep 20,0.0707
30.09.20,30. Sep 20,0.0688
01.10.20,01. Oct 20,0.0714
02.10.20,02. Oct 20,0.0695
05.10.20,05. Oct 20,0.0637
06.10.20,06. Oct 20,0.0588
07.10.20,07. Oct 20,0.0566
08.10.20,08. Oct 20,0.0527
09.10.20,09. Oct 20,0.0572
12.10.20,12. Oct 20,0.0654
13.10.20,13. Oct 20,0.0654
14.10.20,14. Oct 20,0.0553
15.10.20,15. Oct 20,0.0514
16.10.20,16. Oct 20,0.0533
19.10.20,19. Oct 20,0.0478
20.10.20,20. Oct 20,0.0451
21.10.20,21. Oct 20,0.0466
22.10.20,22. Oct 20,0.0472
23.10.20,23. Oct 20,0.0495
26.10.20,26. Oct 20,0.0508
27.10.20,27. Oct 20,0.0496
28.10.20,28. Oct 20,0.042
29.10.20,29. Oct 20,0.0436
30.10.20,30. Oct 20,0.0426
02.11.20,02. Nov 20,0.0488
03.11.20,03. Nov 20,0.0503
04.11.20,04. Nov 20,0.0633
05.11.20,05. Nov 20,0.0532
06.11.20,06. Nov 20,0.0564
09.11.20,09. Nov 20,0.0344
10.11.20,10. Nov 20,0.0322
11.11.20,11. Nov 20,0.0429
12.11.20,12. Nov 20,0.0568
13.11.20,13. Nov 20,0.0627
14.11.20,14. Nov 20,0.0635
16.11.20,16. Nov 20,0.069
17.11.20,17. Nov 20,0.0672
18.11.20,18. Nov 20,0.0677
19.11.20,19. Nov 20,0.065
20.11.20,20. Nov 20,0.0645
23.11.20,23. Nov 20,0.0672
24.11.20,24. Nov 20,0.0616
25.11.20,25. Nov 20,0.0561
26.11.20,26. Nov 20,0.0557
27.11.20,27. Nov 20,0.0565
30.11.20,30. Nov 20,0.0476
01.12.20,01. Dec 20,0.0495
02.12.20,02. Dec 20,0.035
03.12.20,03. Dec 20,0.0349
04.12.20,04. Dec 20,0.0355
07.12.20,07. Dec 20,0.0361
08.12.20,08. Dec 20,0.0346
09.12.20,09. Dec 20,0.0426
10.12.20,10. Dec 20,0.0457
11.12.20,11. Dec 20,0.0507
14.12.20,14. Dec 20,0.0541
15.12.20,15. Dec 20,0.0616
16.12.20,16. Dec 20,0.0637
17.12.20,17. Dec 20,0.0677
18.12.20,18. Dec 20,0.0724
21.12.20,21. Dec 20,0.071
22.12.20,22. Dec 20,0.075
23.12.20,23. Dec 20,0.0718
24.12.20,24. Dec 20,0.0763
25.12.20,25. Dec 20,0.0821
28.12.20,28. Dec 20,0.0847
29.12.20,29. Dec 20,0.0852
30.12.20,30. Dec 20,0.0857
31.12.20,31. Dec 20,0.0849
01.01.21,01. Jan 21,0.0825
04.01.21,04. Jan 21,0.0612
05.01.21,05. Jan 21,0.0559
06.01.21,06. Jan 21,0.053
07.01.21,07. Jan 21,0.0527
08.01.21,08. Jan 21,0.049
11.01.21,11. Jan 21,0.0405
12.01.21,12. Jan 21,0.0466
13.01.21,13. Jan 21,0.0488
14.01.21,14. Jan 21,0.0484
15.01.21,15. Jan 21,0.0474
18.01.21,18. Jan 21,0.0466
19.01.21,19. Jan 21,0.044
20.01.21,20. Jan 21,0.0491
21.01.21,21. Jan 21,0.0475
22.01.21,22. Jan 21,0.0458
25.01.21,25. Jan 21,0.0515
26.01.21,26. Jan 21,0.049
27.01.21,27. Jan 21,0.0514
28.01.21,28. Jan 21,0.0564
29.01.21,29. Jan 21,0.0499
01.02.21,01. Feb 21,0.0542
02.02.21,02. Feb 21,0.0542
03.02.21,03. Feb 21,0.0588
04.02.21,04. Feb 21,0.0603
05.02.21,05. Feb 21,0.0582
08.02.21,08. Feb 21,0.06
09.02.21,09. Feb 21,0.0559
10.02.21,10. Feb 21,0.0512
11.02.21,11. Feb 21,0.0603
12.02.21,12. Feb 21,0.0661
15.02.21,15. Feb 21,0.0561
16.02.21,16. Feb 21,0.0533
17.02.21,17. Feb 21,0.0443
18.02.21,18. Feb 21,0.0373
19.02.21,19. Feb 21,0.0411
21.02.21,21. Feb 21,0.0433
22.02.21,22. Feb 21,0.0407
23.02.21,23. Feb 21,0.0365
24.02.21,24. Feb 21,0.0322
25.02.21,25. Feb 21,0.0185
26.02.21,26. Feb 21,0.0118
01.03.21,01. Mar 21,0.0247
02.03.21,02. Mar 21,0.0326
03.03.21,03. Mar 21,0.0376
04.03.21,04. Mar 21,0.0465
05.03.21,05. Mar 21,0.0476
08.03.21,08. Mar 21,0.0477
09.03.21,09. Mar 21,0.0502
10.03.21,10. Mar 21,0.0494
11.03.21,11. Mar 21,0.0496
12.03.21,12. Mar 21,0.0506
13.03.21,13. Mar 21,0.0526
15.03.21,15. Mar 21,0.0532
16.03.21,16. Mar 21,0.0514
17.03.21,17. Mar 21,0.0476
18.03.21,18. Mar 21,0.0475
19.03.21,19. Mar 21,0.0495
22.03.21,22. Mar 21,0.0457
23.03.21,23. Mar 21,0.0439
24.03.21,24. Mar 21,0.0426
25.03.21,25. Mar 21,0.0406
26.03.21,26. Mar 21,0.0424
29.03.21,29. Mar 21,0.0401
30.03.21,30. Mar 21,0.0395
31.03.21,31. Mar 21,0.0417
01.04.21,01. Apr 21,0.0498
02.04.21,02. Apr 21,0.0518
05.04.21,05. Apr 21,0.0538
06.04.21,06. Apr 21,0.0475
07.04.21,07. Apr 21,0.034
08.04.21,08. Apr 21,0.0355
09.04.21,09. Apr 21,0.0302
12.04.21,12. Apr 21,0.0273
13.04.21,13. Apr 21,0.0287
14.04.21,14. Apr 21,0.0273
15.04.21,15. Apr 21,0.0284
16.04.21,16. Apr 21,0.0298
19.04.21,19. Apr 21,0.0231
20.04.21,20. Apr 21,0.025
21.04.21,21. Apr 21,0.024
22.04.21,22. Apr 21,0.0189
23.04.21,23. Apr 21,0.0181
26.04.21,26. Apr 21,0.0162
27.04.21,27. Apr 21,0.0142
28.04.21,28. Apr 21,0.0116
29.04.21,29. Apr 21,0.0099
30.04.21,30. Apr 21,0.0074
03.05.21,03. May 21,0.0085
04.05.21,04. May 21,0.0077
05.05.21,05. May 21,0.0051
06.05.21,06. May 21,0.0037
07.05.21,07. May 21,0.003
10.05.21,10. May 21,0.0034
11.05.21,11. May 21,0.0036
12.05.21,12. May 21,0.0037
13.05.21,13. May 21,0.0034
14.05.21,14. May 21,0.0022
17.05.21,17. May 21,0.0017
18.05.21,18. May 21,0.0017
19.05.21,19. May 21,0.0017
20.05.21,20. May 21,0.0013
21.05.21,21. May 21,0.0016
24.05.21,24. May 21,0.0017
25.05.21,25. May 21,0.0019
26.05.21,26. May 21,0.0038
27.05.21,27. May 21,0.0027
28.05.21,28. May 21,0.0021
31.05.21,31. May 21,0.0034
01.06.21,01. Jun 21,0.0021
02.06.21,02. Jun 21,0.0029
03.06.21,03. Jun 21,0.0037
04.06.21,04. Jun 21,0.0043
05.06.21,05. Jun 21,0.0047
07.06.21,07. Jun 21,0.005
08.06.21,08. Jun 21,0.0066
09.06.21,09. Jun 21,0.0064
10.06.21,10. Jun 21,0.0067
11.06.21,11. Jun 21,0.0101
14.06.21,14. Jun 21,0.0102
15.06.21,15. Jun 21,0.0124
16.06.21,16. Jun 21,0.0142
17.06.21,17. Jun 21,0.0265
18.06.21,18. Jun 21,0.0343
21.06.21,21. Jun 21,0.0268
22.06.21,22. Jun 21,0.0227
23.06.21,23. Jun 21,0.0241
24.06.21,24. Jun 21,0.0231
25.06.21,25. Jun 21,0.0207
28.06.21,28. Jun 21,0.0205
29.06.21,29. Jun 21,0.016
30.06.21,30. Jun 21,0.0188
01.07.21,01. Jul 21,0.0196
02.07.21,02. Jul 21,0.0207
05.07.21,05. Jul 21,0.0193
06.07.21,06. Jul 21,0.0255
07.07.21,07. Jul 21,0.0222
08.07.21,08. Jul 21,0.0355
09.07.21,09. Jul 21,0.0307
12.07.21,12. Jul 21,0.0256
13.07.21,13. Jul 21,0.0218
14.07.21,14. Jul 21,0.0188
15.07.21,15. Jul 21,0.0166
16.07.21,16. Jul 21,0.0152
19.07.21,19. Jul 21,0.0213
20.07.21,20. Jul 21,0.0223
21.07.21,21. Jul 21,0.0205
22.07.21,22. Jul 21,0.0278
23.07.21,23. Jul 21,0.0294
26.07.21,26. Jul 21,0.0267
27.07.21,27. Jul 21,0.0237
28.07.21,28. Jul 21,0.0236
29.07.21,29. Jul 21,0.0224
30.07.21,30. Jul 21,0.0181
02.08.21,02. Aug 21,0.0203
03.08.21,03. Aug 21,0.0172
04.08.21,04. Aug 21,0.0182
05.08.21,05. Aug 21,0.0171
06.08.21,06. Aug 21,0.0191
09.08.21,09. Aug 21,0.0213
10.08.21,10. Aug 21,0.0209
11.08.21,11. Aug 21,0.0219
12.08.21,12. Aug 21,0.0218
13.08.21,13. Aug 21,0.0185
16.08.21,16. Aug 21,0.0153
17.08.21,17. Aug 21,0.0137
18.08.21,18. Aug 21,0.0143
19.08.21,19. Aug 21,0.0128
20.08.21,20. Aug 21,0.0127
23.08.21,23. Aug 21,0.0129
24.08.21,24. Aug 21,0.0151
25.08.21,25. Aug 21,0.0139
26.08.21,26. Aug 21,0.0117
27.08.21,27. Aug 21,0.0142
30.08.21,30. Aug 21,0.0127
31.08.21,31. Aug 21,0.0088
01.09.21,01. Sep 21,0.0094
02.09.21,02. Sep 21,0.009
03.09.21,03. Sep 21,0.0071
06.09.21,06. Sep 21,0.0081
07.09.21,07. Sep 21,0.0043
08.09.21,08. Sep 21,0.0043
09.09.21,09. Sep 21,0.0045
10.09.21,10. Sep 21,0.0038
13.09.21,13. Sep 21,0.0034
14.09.21,14. Sep 21,0.0031
15.09.21,15. Sep 21,0.0034
16.09.21,16. Sep 21,0.0034
17.09.21,17. Sep 21,0.0048
20.09.21,20. Sep 21,0.0183
21.09.21,21. Sep 21,0.0156
22.09.21,22. Sep 21,0.015
23.09.21,23. Sep 21,0.0127
