DATE,TIME PERIOD,NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.NL.Z0Z.4F.EC.SS_CIN.IDX)
09.11.01,09. Nov 01,0.0894
12.11.01,12. Nov 01,0.0909
13.11.01,13. Nov 01,0.1036
14.11.01,14. Nov 01,0.1071
15.11.01,15. Nov 01,0.0912
16.11.01,16. Nov 01,0.0852
19.11.01,19. Nov 01,0.0801
20.11.01,20. Nov 01,0.0763
21.11.01,21. Nov 01,0.0791
22.11.01,22. Nov 01,0.0759
23.11.01,23. Nov 01,0.0742
26.11.01,26. Nov 01,0.0764
27.11.01,27. Nov 01,0.0829
28.11.01,28. Nov 01,0.0884
29.11.01,29. Nov 01,0.0817
30.11.01,30. Nov 01,0.0805
03.12.01,03. Dec 01,0.0771
04.12.01,04. Dec 01,0.0778
05.12.01,05. Dec 01,0.105
06.12.01,06. Dec 01,0.1121
07.12.01,07. Dec 01,0.1109
10.12.01,10. Dec 01,0.0975
11.12.01,11. Dec 01,0.0951
12.12.01,12. Dec 01,0.0989
13.12.01,13. Dec 01,0.1055
14.12.01,14. Dec 01,0.0876
17.12.01,17. Dec 01,0.1021
18.12.01,18. Dec 01,0.0954
19.12.01,19. Dec 01,0.0934
20.12.01,20. Dec 01,0.094
21.12.01,21. Dec 01,0.0978
24.12.01,24. Dec 01,0.0707
25.12.01,25. Dec 01,0.0756
26.12.01,26. Dec 01,0.0755
27.12.01,27. Dec 01,0.0955
28.12.01,28. Dec 01,0.1005
31.12.01,31. Dec 01,0.1008
01.01.02,01. Jan 02,0.1073
02.01.02,02. Jan 02,0.1658
03.01.02,03. Jan 02,0.1971
04.01.02,04. Jan 02,0.2097
07.01.02,07. Jan 02,0.2206
08.01.02,08. Jan 02,0.2251
09.01.02,09. Jan 02,0.2188
10.01.02,10. Jan 02,0.22
11.01.02,11. Jan 02,0.2101
14.01.02,14. Jan 02,0.2207
15.01.02,15. Jan 02,0.2015
16.01.02,16. Jan 02,0.2032
17.01.02,17. Jan 02,0.2124
18.01.02,18. Jan 02,0.1854
21.01.02,21. Jan 02,0.1519
22.01.02,22. Jan 02,0.1494
23.01.02,23. Jan 02,0.1336
24.01.02,24. Jan 02,0.1558
25.01.02,25. Jan 02,0.188
28.01.02,28. Jan 02,0.1873
29.01.02,29. Jan 02,0.1743
30.01.02,30. Jan 02,0.1664
31.01.02,31. Jan 02,0.1555
01.02.02,01. Feb 02,0.1406
04.02.02,04. Feb 02,0.1275
05.02.02,05. Feb 02,0.1136
06.02.02,06. Feb 02,0.1008
07.02.02,07. Feb 02,0.0917
08.02.02,08. Feb 02,0.0992
11.02.02,11. Feb 02,0.0853
12.02.02,12. Feb 02,0.0828
13.02.02,13. Feb 02,0.0697
14.02.02,14. Feb 02,0.0714
15.02.02,15. Feb 02,0.0637
18.02.02,18. Feb 02,0.0533
19.02.02,19. Feb 02,0.045
20.02.02,20. Feb 02,0.0471
21.02.02,21. Feb 02,0.0372
22.02.02,22. Feb 02,0.0362
25.02.02,25. Feb 02,0.0395
26.02.02,26. Feb 02,0.0311
27.02.02,27. Feb 02,0.03
28.02.02,28. Feb 02,0.0299
01.03.02,01. Mar 02,0.0339
04.03.02,04. Mar 02,0.0368
05.03.02,05. Mar 02,0.0356
06.03.02,06. Mar 02,0.0379
07.03.02,07. Mar 02,0.036
08.03.02,08. Mar 02,0.0358
11.03.02,11. Mar 02,0.0325
12.03.02,12. Mar 02,0.0252
13.03.02,13. Mar 02,0.0233
14.03.02,14. Mar 02,0.0165
15.03.02,15. Mar 02,0.0168
18.03.02,18. Mar 02,0.0122
19.03.02,19. Mar 02,0.0084
20.03.02,20. Mar 02,0.009
21.03.02,21. Mar 02,0.0077
22.03.02,22. Mar 02,0.0064
25.03.02,25. Mar 02,0.0036
26.03.02,26. Mar 02,0.0049
27.03.02,27. Mar 02,0.0064
28.03.02,28. Mar 02,0.006
29.03.02,29. Mar 02,0.0096
01.04.02,01. Apr 02,0.013
02.04.02,02. Apr 02,0.0071
03.04.02,03. Apr 02,0.0088
04.04.02,04. Apr 02,0.0054
05.04.02,05. Apr 02,0.0046
08.04.02,08. Apr 02,0.0051
09.04.02,09. Apr 02,0.0047
10.04.02,10. Apr 02,0.0053
11.04.02,11. Apr 02,0.0042
12.04.02,12. Apr 02,0.0044
15.04.02,15. Apr 02,0.0032
16.04.02,16. Apr 02,0.0109
17.04.02,17. Apr 02,0.0133
18.04.02,18. Apr 02,0.0146
19.04.02,19. Apr 02,0.0154
22.04.02,22. Apr 02,0.014
23.04.02,23. Apr 02,0.0121
24.04.02,24. Apr 02,0.0156
25.04.02,25. Apr 02,0.0141
26.04.02,26. Apr 02,0.0146
29.04.02,29. Apr 02,0.0119
30.04.02,30. Apr 02,0.0105
01.05.02,01. May 02,0.0062
02.05.02,02. May 02,0.0123
03.05.02,03. May 02,0.0171
06.05.02,06. May 02,0.0168
07.05.02,07. May 02,0.0205
08.05.02,08. May 02,0.0315
09.05.02,09. May 02,0.0324
10.05.02,10. May 02,0.0323
13.05.02,13. May 02,0.0334
14.05.02,14. May 02,0.0493
15.05.02,15. May 02,0.0536
16.05.02,16. May 02,0.0409
17.05.02,17. May 02,0.0385
20.05.02,20. May 02,0.0352
21.05.02,21. May 02,0.0367
22.05.02,22. May 02,0.0335
23.05.02,23. May 02,0.0341
24.05.02,24. May 02,0.0371
27.05.02,27. May 02,0.0361
28.05.02,28. May 02,0.0295
29.05.02,29. May 02,0.0177
30.05.02,30. May 02,0.0168
31.05.02,31. May 02,0.025
03.06.02,03. Jun 02,0.0275
04.06.02,04. Jun 02,0.0394
05.06.02,05. Jun 02,0.0491
06.06.02,06. Jun 02,0.0474
07.06.02,07. Jun 02,0.0527
10.06.02,10. Jun 02,0.0504
11.06.02,11. Jun 02,0.0477
12.06.02,12. Jun 02,0.0464
13.06.02,13. Jun 02,0.0367
14.06.02,14. Jun 02,0.0384
17.06.02,17. Jun 02,0.0391
18.06.02,18. Jun 02,0.0344
19.06.02,19. Jun 02,0.0349
20.06.02,20. Jun 02,0.0371
21.06.02,21. Jun 02,0.0312
24.06.02,24. Jun 02,0.0447
25.06.02,25. Jun 02,0.0568
26.06.02,26. Jun 02,0.0838
27.06.02,27. Jun 02,0.1034
28.06.02,28. Jun 02,0.1213
01.07.02,01. Jul 02,0.1253
02.07.02,02. Jul 02,0.1333
03.07.02,03. Jul 02,0.1314
04.07.02,04. Jul 02,0.1328
05.07.02,05. Jul 02,0.1275
08.07.02,08. Jul 02,0.1182
09.07.02,09. Jul 02,0.1075
10.07.02,10. Jul 02,0.1076
11.07.02,11. Jul 02,0.0935
12.07.02,12. Jul 02,0.0889
15.07.02,15. Jul 02,0.09
16.07.02,16. Jul 02,0.0917
17.07.02,17. Jul 02,0.0879
18.07.02,18. Jul 02,0.0866
19.07.02,19. Jul 02,0.0917
22.07.02,22. Jul 02,0.087
23.07.02,23. Jul 02,0.0819
24.07.02,24. Jul 02,0.091
25.07.02,25. Jul 02,0.0901
26.07.02,26. Jul 02,0.1043
29.07.02,29. Jul 02,0.117
30.07.02,30. Jul 02,0.1199
31.07.02,31. Jul 02,0.1244
01.08.02,01. Aug 02,0.1183
02.08.02,02. Aug 02,0.1259
05.08.02,05. Aug 02,0.1074
06.08.02,06. Aug 02,0.1169
07.08.02,07. Aug 02,0.1352
08.08.02,08. Aug 02,0.1365
09.08.02,09. Aug 02,0.1415
12.08.02,12. Aug 02,0.1287
13.08.02,13. Aug 02,0.1213
14.08.02,14. Aug 02,0.0959
15.08.02,15. Aug 02,0.1059
16.08.02,16. Aug 02,0.1116
19.08.02,19. Aug 02,0.106
20.08.02,20. Aug 02,0.1055
21.08.02,21. Aug 02,0.1115
22.08.02,22. Aug 02,0.1022
23.08.02,23. Aug 02,0.1026
26.08.02,26. Aug 02,0.0957
27.08.02,27. Aug 02,0.0896
28.08.02,28. Aug 02,0.0852
29.08.02,29. Aug 02,0.074
30.08.02,30. Aug 02,0.0618
02.09.02,02. Sep 02,0.0602
03.09.02,03. Sep 02,0.0599
04.09.02,04. Sep 02,0.0572
05.09.02,05. Sep 02,0.0539
06.09.02,06. Sep 02,0.0576
09.09.02,09. Sep 02,0.0568
10.09.02,10. Sep 02,0.062
11.09.02,11. Sep 02,0.0666
12.09.02,12. Sep 02,0.0652
13.09.02,13. Sep 02,0.0597
16.09.02,16. Sep 02,0.064
17.09.02,17. Sep 02,0.0623
18.09.02,18. Sep 02,0.0631
19.09.02,19. Sep 02,0.0651
20.09.02,20. Sep 02,0.0395
23.09.02,23. Sep 02,0.0519
24.09.02,24. Sep 02,0.0468
25.09.02,25. Sep 02,0.0434
26.09.02,26. Sep 02,0.0397
27.09.02,27. Sep 02,0.0345
30.09.02,30. Sep 02,0.0415
01.10.02,01. Oct 02,0.0359
02.10.02,02. Oct 02,0.0452
03.10.02,03. Oct 02,0.0416
04.10.02,04. Oct 02,0.0447
07.10.02,07. Oct 02,0.0495
08.10.02,08. Oct 02,0.0578
09.10.02,09. Oct 02,0.0485
10.10.02,10. Oct 02,0.0585
11.10.02,11. Oct 02,0.0877
14.10.02,14. Oct 02,0.0874
15.10.02,15. Oct 02,0.1023
16.10.02,16. Oct 02,0.0825
17.10.02,17. Oct 02,0.0764
18.10.02,18. Oct 02,0.0818
21.10.02,21. Oct 02,0.1009
22.10.02,22. Oct 02,0.0928
23.10.02,23. Oct 02,0.0836
24.10.02,24. Oct 02,0.0886
25.10.02,25. Oct 02,0.092
28.10.02,28. Oct 02,0.1004
29.10.02,29. Oct 02,0.103
30.10.02,30. Oct 02,0.1105
31.10.02,31. Oct 02,0.1207
01.11.02,01. Nov 02,0.0956
04.11.02,04. Nov 02,0.1022
05.11.02,05. Nov 02,0.1024
06.11.02,06. Nov 02,0.0973
07.11.02,07. Nov 02,0.1095
08.11.02,08. Nov 02,0.1219
11.11.02,11. Nov 02,0.1165
12.11.02,12. Nov 02,0.1261
13.11.02,13. Nov 02,0.1256
14.11.02,14. Nov 02,0.1458
15.11.02,15. Nov 02,0.142
18.11.02,18. Nov 02,0.1302
19.11.02,19. Nov 02,0.1164
20.11.02,20. Nov 02,0.1132
21.11.02,21. Nov 02,0.1299
22.11.02,22. Nov 02,0.1262
25.11.02,25. Nov 02,0.1163
26.11.02,26. Nov 02,0.1132
27.11.02,27. Nov 02,0.0994
28.11.02,28. Nov 02,0.0926
29.11.02,29. Nov 02,0.0929
02.12.02,02. Dec 02,0.0904
03.12.02,03. Dec 02,0.0998
04.12.02,04. Dec 02,0.1098
05.12.02,05. Dec 02,0.11
06.12.02,06. Dec 02,0.1097
09.12.02,09. Dec 02,0.0992
10.12.02,10. Dec 02,0.0863
11.12.02,11. Dec 02,0.0878
12.12.02,12. Dec 02,0.0849
13.12.02,13. Dec 02,0.0964
16.12.02,16. Dec 02,0.1055
17.12.02,17. Dec 02,0.0987
18.12.02,18. Dec 02,0.1009
19.12.02,19. Dec 02,0.0854
20.12.02,20. Dec 02,0.0806
23.12.02,23. Dec 02,0.0531
24.12.02,24. Dec 02,0.0445
25.12.02,25. Dec 02,0.0411
26.12.02,26. Dec 02,0.0402
27.12.02,27. Dec 02,0.045
30.12.02,30. Dec 02,0.0499
31.12.02,31. Dec 02,0.0483
01.01.03,01. Jan 03,0.0472
02.01.03,02. Jan 03,0.0747
03.01.03,03. Jan 03,0.0696
06.01.03,06. Jan 03,0.0614
07.01.03,07. Jan 03,0.0627
08.01.03,08. Jan 03,0.0667
09.01.03,09. Jan 03,0.0685
10.01.03,10. Jan 03,0.0696
13.01.03,13. Jan 03,0.0662
14.01.03,14. Jan 03,0.0602
15.01.03,15. Jan 03,0.0563
16.01.03,16. Jan 03,0.0508
17.01.03,17. Jan 03,0.063
20.01.03,20. Jan 03,0.0502
21.01.03,21. Jan 03,0.0454
22.01.03,22. Jan 03,0.0416
23.01.03,23. Jan 03,0.0395
24.01.03,24. Jan 03,0.0381
27.01.03,27. Jan 03,0.0399
28.01.03,28. Jan 03,0.0343
29.01.03,29. Jan 03,0.0297
30.01.03,30. Jan 03,0.0416
31.01.03,31. Jan 03,0.0418
03.02.03,03. Feb 03,0.0668
04.02.03,04. Feb 03,0.0721
05.02.03,05. Feb 03,0.0897
06.02.03,06. Feb 03,0.0912
07.02.03,07. Feb 03,0.0938
10.02.03,10. Feb 03,0.1066
11.02.03,11. Feb 03,0.1158
12.02.03,12. Feb 03,0.1304
13.02.03,13. Feb 03,0.1258
14.02.03,14. Feb 03,0.1306
17.02.03,17. Feb 03,0.1235
18.02.03,18. Feb 03,0.0986
19.02.03,19. Feb 03,0.0931
20.02.03,20. Feb 03,0.0849
21.02.03,21. Feb 03,0.0804
24.02.03,24. Feb 03,0.1039
25.02.03,25. Feb 03,0.1195
26.02.03,26. Feb 03,0.1343
27.02.03,27. Feb 03,0.1495
28.02.03,28. Feb 03,0.1452
03.03.03,03. Mar 03,0.1376
04.03.03,04. Mar 03,0.1619
05.03.03,05. Mar 03,0.16
06.03.03,06. Mar 03,0.1564
07.03.03,07. Mar 03,0.1767
10.03.03,10. Mar 03,0.1743
11.03.03,11. Mar 03,0.1685
12.03.03,12. Mar 03,0.1754
13.03.03,13. Mar 03,0.2429
14.03.03,14. Mar 03,0.2562
17.03.03,17. Mar 03,0.264
18.03.03,18. Mar 03,0.3004
19.03.03,19. Mar 03,0.3082
20.03.03,20. Mar 03,0.2937
21.03.03,21. Mar 03,0.2902
24.03.03,24. Mar 03,0.2848
25.03.03,25. Mar 03,0.2779
26.03.03,26. Mar 03,0.2587
27.03.03,27. Mar 03,0.2642
28.03.03,28. Mar 03,0.259
31.03.03,31. Mar 03,0.2907
01.04.03,01. Apr 03,0.2773
02.04.03,02. Apr 03,0.2891
03.04.03,03. Apr 03,0.2727
04.04.03,04. Apr 03,0.2539
07.04.03,07. Apr 03,0.2319
08.04.03,08. Apr 03,0.2296
09.04.03,09. Apr 03,0.2115
10.04.03,10. Apr 03,0.2154
11.04.03,11. Apr 03,0.2154
14.04.03,14. Apr 03,0.2112
15.04.03,15. Apr 03,0.2007
16.04.03,16. Apr 03,0.1882
17.04.03,17. Apr 03,0.2033
18.04.03,18. Apr 03,0.1787
21.04.03,21. Apr 03,0.1567
22.04.03,22. Apr 03,0.1461
23.04.03,23. Apr 03,0.1288
24.04.03,24. Apr 03,0.1288
25.04.03,25. Apr 03,0.1124
28.04.03,28. Apr 03,0.0906
29.04.03,29. Apr 03,0.0811
30.04.03,30. Apr 03,0.1002
01.05.03,01. May 03,0.0999
02.05.03,02. May 03,0.1145
05.05.03,05. May 03,0.1197
06.05.03,06. May 03,0.1216
07.05.03,07. May 03,0.1509
08.05.03,08. May 03,0.1444
09.05.03,09. May 03,0.1298
12.05.03,12. May 03,0.1299
13.05.03,13. May 03,0.1222
14.05.03,14. May 03,0.1306
15.05.03,15. May 03,0.1167
16.05.03,16. May 03,0.1122
19.05.03,19. May 03,0.1878
20.05.03,20. May 03,0.2042
21.05.03,21. May 03,0.2213
22.05.03,22. May 03,0.1909
23.05.03,23. May 03,0.2068
26.05.03,26. May 03,0.204
27.05.03,27. May 03,0.2029
28.05.03,28. May 03,0.2402
29.05.03,29. May 03,0.2144
30.05.03,30. May 03,0.2042
02.06.03,02. Jun 03,0.2257
03.06.03,03. Jun 03,0.2194
04.06.03,04. Jun 03,0.229
05.06.03,05. Jun 03,0.2323
06.06.03,06. Jun 03,0.2222
09.06.03,09. Jun 03,0.2146
10.06.03,10. Jun 03,0.1659
11.06.03,11. Jun 03,0.1613
12.06.03,12. Jun 03,0.1414
13.06.03,13. Jun 03,0.1333
16.06.03,16. Jun 03,0.1319
17.06.03,17. Jun 03,0.1294
18.06.03,18. Jun 03,0.1395
19.06.03,19. Jun 03,0.1358
20.06.03,20. Jun 03,0.1269
23.06.03,23. Jun 03,0.1214
24.06.03,24. Jun 03,0.1111
25.06.03,25. Jun 03,0.0996
26.06.03,26. Jun 03,0.1179
27.06.03,27. Jun 03,0.1193
30.06.03,30. Jun 03,0.1071
01.07.03,01. Jul 03,0.111
02.07.03,02. Jul 03,0.1135
03.07.03,03. Jul 03,0.1174
04.07.03,04. Jul 03,0.1094
07.07.03,07. Jul 03,0.1311
08.07.03,08. Jul 03,0.1248
09.07.03,09. Jul 03,0.1168
10.07.03,10. Jul 03,0.101
11.07.03,11. Jul 03,0.0982
14.07.03,14. Jul 03,0.0961
15.07.03,15. Jul 03,0.1096
16.07.03,16. Jul 03,0.0987
17.07.03,17. Jul 03,0.084
18.07.03,18. Jul 03,0.0965
21.07.03,21. Jul 03,0.1018
22.07.03,22. Jul 03,0.1031
23.07.03,23. Jul 03,0.0956
24.07.03,24. Jul 03,0.0998
25.07.03,25. Jul 03,0.1041
28.07.03,28. Jul 03,0.1002
29.07.03,29. Jul 03,0.0967
30.07.03,30. Jul 03,0.0874
31.07.03,31. Jul 03,0.0899
01.08.03,01. Aug 03,0.0913
04.08.03,04. Aug 03,0.092
05.08.03,05. Aug 03,0.0955
06.08.03,06. Aug 03,0.0959
07.08.03,07. Aug 03,0.0905
08.08.03,08. Aug 03,0.0916
11.08.03,11. Aug 03,0.0885
12.08.03,12. Aug 03,0.0744
13.08.03,13. Aug 03,0.0686
14.08.03,14. Aug 03,0.0627
15.08.03,15. Aug 03,0.0538
18.08.03,18. Aug 03,0.0425
19.08.03,19. Aug 03,0.0429
20.08.03,20. Aug 03,0.0405
21.08.03,21. Aug 03,0.0519
22.08.03,22. Aug 03,0.0569
25.08.03,25. Aug 03,0.0558
26.08.03,26. Aug 03,0.0506
27.08.03,27. Aug 03,0.0554
28.08.03,28. Aug 03,0.0532
29.08.03,29. Aug 03,0.0486
01.09.03,01. Sep 03,0.0713
02.09.03,02. Sep 03,0.0947
03.09.03,03. Sep 03,0.1039
04.09.03,04. Sep 03,0.0955
05.09.03,05. Sep 03,0.0953
08.09.03,08. Sep 03,0.111
09.09.03,09. Sep 03,0.1116
10.09.03,10. Sep 03,0.1085
11.09.03,11. Sep 03,0.1102
12.09.03,12. Sep 03,0.1014
15.09.03,15. Sep 03,0.1058
16.09.03,16. Sep 03,0.109
17.09.03,17. Sep 03,0.1023
18.09.03,18. Sep 03,0.092
19.09.03,19. Sep 03,0.0839
22.09.03,22. Sep 03,0.095
23.09.03,23. Sep 03,0.0916
24.09.03,24. Sep 03,0.0756
25.09.03,25. Sep 03,0.0658
26.09.03,26. Sep 03,0.0548
29.09.03,29. Sep 03,0.0513
30.09.03,30. Sep 03,0.0782
01.10.03,01. Oct 03,0.0908
02.10.03,02. Oct 03,0.103
03.10.03,03. Oct 03,0.1205
06.10.03,06. Oct 03,0.1148
07.10.03,07. Oct 03,0.1368
08.10.03,08. Oct 03,0.1302
09.10.03,09. Oct 03,0.1539
10.10.03,10. Oct 03,0.1428
13.10.03,13. Oct 03,0.1373
14.10.03,14. Oct 03,0.1302
15.10.03,15. Oct 03,0.1312
16.10.03,16. Oct 03,0.1224
17.10.03,17. Oct 03,0.0955
20.10.03,20. Oct 03,0.0861
21.10.03,21. Oct 03,0.071
22.10.03,22. Oct 03,0.0832
23.10.03,23. Oct 03,0.0779
24.10.03,24. Oct 03,0.0599
27.10.03,27. Oct 03,0.0538
28.10.03,28. Oct 03,0.0587
29.10.03,29. Oct 03,0.0534
30.10.03,30. Oct 03,0.0527
31.10.03,31. Oct 03,0.0519
03.11.03,03. Nov 03,0.0657
04.11.03,04. Nov 03,0.0709
05.11.03,05. Nov 03,0.0653
06.11.03,06. Nov 03,0.0653
07.11.03,07. Nov 03,0.0549
10.11.03,10. Nov 03,0.0492
11.11.03,11. Nov 03,0.0406
12.11.03,12. Nov 03,0.0368
13.11.03,13. Nov 03,0.0351
14.11.03,14. Nov 03,0.029
17.11.03,17. Nov 03,0.0382
18.11.03,18. Nov 03,0.0321
19.11.03,19. Nov 03,0.042
20.11.03,20. Nov 03,0.0369
21.11.03,21. Nov 03,0.0302
24.11.03,24. Nov 03,0.0449
25.11.03,25. Nov 03,0.0355
26.11.03,26. Nov 03,0.0339
27.11.03,27. Nov 03,0.0298
28.11.03,28. Nov 03,0.0259
01.12.03,01. Dec 03,0.0235
02.12.03,02. Dec 03,0.0219
03.12.03,03. Dec 03,0.0186
04.12.03,04. Dec 03,0.0159
05.12.03,05. Dec 03,0.0158
08.12.03,08. Dec 03,0.0178
09.12.03,09. Dec 03,0.0147
10.12.03,10. Dec 03,0.015
11.12.03,11. Dec 03,0.0104
12.12.03,12. Dec 03,0.0095
15.12.03,15. Dec 03,0.0072
16.12.03,16. Dec 03,0.0064
17.12.03,17. Dec 03,0.0064
18.12.03,18. Dec 03,0.0062
19.12.03,19. Dec 03,0.0047
22.12.03,22. Dec 03,0.0054
23.12.03,23. Dec 03,0.0047
24.12.03,24. Dec 03,0.0052
25.12.03,25. Dec 03,0.0051
26.12.03,26. Dec 03,0.0043
29.12.03,29. Dec 03,0.0041
30.12.03,30. Dec 03,0.0034
31.12.03,31. Dec 03,0.0039
01.01.04,01. Jan 04,0.0036
02.01.04,02. Jan 04,0.0052
05.01.04,05. Jan 04,0.0047
06.01.04,06. Jan 04,0.0105
07.01.04,07. Jan 04,0.0099
08.01.04,08. Jan 04,0.0131
09.01.04,09. Jan 04,0.0304
12.01.04,12. Jan 04,0.0285
13.01.04,13. Jan 04,0.0252
14.01.04,14. Jan 04,0.0255
15.01.04,15. Jan 04,0.0222
16.01.04,16. Jan 04,0.0325
19.01.04,19. Jan 04,0.0297
20.01.04,20. Jan 04,0.0364
21.01.04,21. Jan 04,0.0321
22.01.04,22. Jan 04,0.0303
23.01.04,23. Jan 04,0.0288
26.01.04,26. Jan 04,0.0293
27.01.04,27. Jan 04,0.0278
28.01.04,28. Jan 04,0.022
29.01.04,29. Jan 04,0.0225
30.01.04,30. Jan 04,0.0269
02.02.04,02. Feb 04,0.0315
03.02.04,03. Feb 04,0.0378
04.02.04,04. Feb 04,0.0385
05.02.04,05. Feb 04,0.0343
06.02.04,06. Feb 04,0.0336
09.02.04,09. Feb 04,0.0374
10.02.04,10. Feb 04,0.0333
11.02.04,11. Feb 04,0.0236
12.02.04,12. Feb 04,0.0256
13.02.04,13. Feb 04,0.0235
16.02.04,16. Feb 04,0.021
17.02.04,17. Feb 04,0.0234
18.02.04,18. Feb 04,0.0201
19.02.04,19. Feb 04,0.0122
20.02.04,20. Feb 04,0.0121
23.02.04,23. Feb 04,0.007
24.02.04,24. Feb 04,0.0037
25.02.04,25. Feb 04,0.0027
26.02.04,26. Feb 04,0.0037
27.02.04,27. Feb 04,0.0029
01.03.04,01. Mar 04,0.002
02.03.04,02. Mar 04,0.0022
03.03.04,03. Mar 04,0.0058
04.03.04,04. Mar 04,0.0077
05.03.04,05. Mar 04,0.0142
08.03.04,08. Mar 04,0.0242
09.03.04,09. Mar 04,0.0322
10.03.04,10. Mar 04,0.0375
11.03.04,11. Mar 04,0.057
12.03.04,12. Mar 04,0.0576
15.03.04,15. Mar 04,0.0607
16.03.04,16. Mar 04,0.0574
17.03.04,17. Mar 04,0.0722
18.03.04,18. Mar 04,0.0738
19.03.04,19. Mar 04,0.0648
22.03.04,22. Mar 04,0.0678
23.03.04,23. Mar 04,0.0684
24.03.04,24. Mar 04,0.0668
25.03.04,25. Mar 04,0.0817
26.03.04,26. Mar 04,0.0756
29.03.04,29. Mar 04,0.0911
30.03.04,30. Mar 04,0.1014
31.03.04,31. Mar 04,0.1082
01.04.04,01. Apr 04,0.1051
02.04.04,02. Apr 04,0.1101
05.04.04,05. Apr 04,0.1631
06.04.04,06. Apr 04,0.1891
07.04.04,07. Apr 04,0.1867
08.04.04,08. Apr 04,0.1637
09.04.04,09. Apr 04,0.1453
12.04.04,12. Apr 04,0.1228
13.04.04,13. Apr 04,0.1302
14.04.04,14. Apr 04,0.1408
15.04.04,15. Apr 04,0.134
16.04.04,16. Apr 04,0.1152
19.04.04,19. Apr 04,0.11
20.04.04,20. Apr 04,0.1216
21.04.04,21. Apr 04,0.1174
22.04.04,22. Apr 04,0.1118
23.04.04,23. Apr 04,0.0978
26.04.04,26. Apr 04,0.0887
27.04.04,27. Apr 04,0.0789
28.04.04,28. Apr 04,0.0628
29.04.04,29. Apr 04,0.0637
30.04.04,30. Apr 04,0.0623
03.05.04,03. May 04,0.054
04.05.04,04. May 04,0.0526
05.05.04,05. May 04,0.0465
06.05.04,06. May 04,0.0386
07.05.04,07. May 04,0.034
10.05.04,10. May 04,0.0555
11.05.04,11. May 04,0.0603
12.05.04,12. May 04,0.0597
13.05.04,13. May 04,0.0514
14.05.04,14. May 04,0.0477
17.05.04,17. May 04,0.0643
18.05.04,18. May 04,0.0606
19.05.04,19. May 04,0.0643
20.05.04,20. May 04,0.0581
21.05.04,21. May 04,0.0571
24.05.04,24. May 04,0.0543
25.05.04,25. May 04,0.0481
26.05.04,26. May 04,0.0431
27.05.04,27. May 04,0.0349
28.05.04,28. May 04,0.0278
31.05.04,31. May 04,0.0253
01.06.04,01. Jun 04,0.0251
02.06.04,02. Jun 04,0.0231
03.06.04,03. Jun 04,0.0191
04.06.04,04. Jun 04,0.0156
07.06.04,07. Jun 04,0.0198
08.06.04,08. Jun 04,0.0184
09.06.04,09. Jun 04,0.0282
10.06.04,10. Jun 04,0.032
11.06.04,11. Jun 04,0.0289
14.06.04,14. Jun 04,0.0295
15.06.04,15. Jun 04,0.0199
16.06.04,16. Jun 04,0.0245
17.06.04,17. Jun 04,0.0226
18.06.04,18. Jun 04,0.0209
21.06.04,21. Jun 04,0.0214
22.06.04,22. Jun 04,0.0178
23.06.04,23. Jun 04,0.0149
24.06.04,24. Jun 04,0.0159
25.06.04,25. Jun 04,0.0136
28.06.04,28. Jun 04,0.0119
29.06.04,29. Jun 04,0.0108
30.06.04,30. Jun 04,0.0105
01.07.04,01. Jul 04,0.0094
02.07.04,02. Jul 04,0.0093
05.07.04,05. Jul 04,0.0097
06.07.04,06. Jul 04,0.0087
07.07.04,07. Jul 04,0.0069
08.07.04,08. Jul 04,0.006
09.07.04,09. Jul 04,0.0056
12.07.04,12. Jul 04,0.0053
13.07.04,13. Jul 04,0.006
14.07.04,14. Jul 04,0.0054
15.07.04,15. Jul 04,0.0043
16.07.04,16. Jul 04,0.0052
19.07.04,19. Jul 04,0.0054
20.07.04,20. Jul 04,0.0048
21.07.04,21. Jul 04,0.0089
22.07.04,22. Jul 04,0.0114
23.07.04,23. Jul 04,0.0091
26.07.04,26. Jul 04,0.0088
27.07.04,27. Jul 04,0.0071
28.07.04,28. Jul 04,0.0059
29.07.04,29. Jul 04,0.0066
30.07.04,30. Jul 04,0.0066
02.08.04,02. Aug 04,0.0056
03.08.04,03. Aug 04,0.0046
04.08.04,04. Aug 04,0.0043
05.08.04,05. Aug 04,0.0039
06.08.04,06. Aug 04,0.0148
09.08.04,09. Aug 04,0.0196
10.08.04,10. Aug 04,0.0196
11.08.04,11. Aug 04,0.0192
12.08.04,12. Aug 04,0.0148
13.08.04,13. Aug 04,0.012
16.08.04,16. Aug 04,0.0172
17.08.04,17. Aug 04,0.015
18.08.04,18. Aug 04,0.0097
19.08.04,19. Aug 04,0.0079
20.08.04,20. Aug 04,0.0065
23.08.04,23. Aug 04,0.0093
24.08.04,24. Aug 04,0.0084
25.08.04,25. Aug 04,0.0078
26.08.04,26. Aug 04,0.0077
27.08.04,27. Aug 04,0.0079
30.08.04,30. Aug 04,0.0079
31.08.04,31. Aug 04,0.0113
01.09.04,01. Sep 04,0.0118
02.09.04,02. Sep 04,0.0123
03.09.04,03. Sep 04,0.0123
06.09.04,06. Sep 04,0.0122
07.09.04,07. Sep 04,0.013
08.09.04,08. Sep 04,0.0151
09.09.04,09. Sep 04,0.0352
10.09.04,10. Sep 04,0.031
13.09.04,13. Sep 04,0.0359
14.09.04,14. Sep 04,0.0341
